GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADCY5	MUT	662.638	5.349	0.015	0.018	NA	NA
CHEK2	MUT	662.638	6.707	0.012	0.024	NA	NA
DNAH9	MUT	662.638	9.675	0.027	0.027	NA	NA
ERBB4	MUT	662.638	2.020	0.003	0.003	NA	NA
F2	MUT	662.638	4.987	0.006	0.006	NA	NA
HLA-DRB1	AMPL	662.638	94.991	0.189	0.189	NA	NA
MAPK8	MUT	662.638	13.585	0.018	0.018	NA	NA
PRKY	DEL	662.638	77.840	0.183	0.195	NA	NA
TSC2	MUT	662.638	7.958	0.012	0.012	NA	NA
NTN4	MUT	662.638	4.818	0.012	0.012	NA	NA
TUBG1	MUT	662.638	3.598	0.006	0.006	NA	NA
PCDH11Y	DEL	662.638	29.250	0.189	0.198	NA	NA
CNTNAP1	MUT	662.638	2.039	0.006	0.006	NA	NA
BCOR	MUT	662.638	2.859	0.009	0.027	NA	NA
FGFR3	MUT	662.638	8.868	0.015	0.015	NA	NA
KIAA0907	MUT	662.638	2.020	0.003	0.009	NA	NA
FFAR3	DEL	662.638	19.468	0.055	0.067	NA	NA
ZNF470	MUT	24.636	0.075	0.003	0.003	NA	NA
ERO1L	MUT	12.135	0.037	0.003	0.003	NA	NA
RPS4Y1	DEL	8.333	4.989	0.030	0.192	NA	NA
RBMY1A1	DEL	5.899	6.531	0.021	0.149	NA	NA
TBL1Y	DEL	2.774	41.165	0.073	0.195	NA	NA
